name,source,address,postal,state,lat,lng,city
QFC PHARMACY,DEA,"1009 MONROE ST, ENUMCLAW, WA 98022",98022,WA,47.200754,-121.9906207,ENUMCLAW
WELLSPAN PHARMACY,DEA,"183 N. READING ROAD, SUITE 9, EPHRATA, PA 17522",17522,PA,40.1877506,-76.1817909,EPHRATA
BEATTIE'S HEALTH MART PHARMACY,DEA,"3140 VILLAGE VISTA DR, SUITE 100, ERIE, CO 80516",80516,CO,,,ERIE
"PENNSYLVANIA CVS PHARMACY, L.L.C.",DEA,"3800 PINE AVE, ERIE, PA 16504",16504,PA,,,ERIE
FRONTIER PHARMACY,DEA,"1216 WEST 6TH STREET, ERIE, PA 16507",16507,PA,,,ERIE
HRH PHARMACY INC.,DEA,"1900 MCHENRY AVE. #202, ESCALON, CA 95320",95320,CA,37.7923178,-120.9951467,ESCALON
ST FRANCIS HOSPITAL,DEA,"3401 LUDINGTON, ESCANABA, MI 49829",49829,MI,45.746286,-87.0974032,ESCANABA
WALGREEN CO.,DEA,"2301 LUDINGTON ST, ESCANABA, MI 49829",49829,MI,45.7449951,-87.08023639999999,ESCANABA
AVERA HOLY FAMILY HEALTH,DEA,"826 N 8TH STREET, ESTHERVILLE, IA 51334",51334,IA,43.4100072,-94.83350929999999,ESTHERVILLE
WALGREEN CO.,DEA,"22401 LAKE SHORE BLVD, EUCLID, OH 44123",44123,OH,41.61100150000001,-81.5260536,EUCLID
UNIV OF OREGON HEALTH CENTER,DEA,"1590 EAST 13TH (PHYSCIAL ADDRESS), 1232 UNIVERSITY OF OREGON, EUGENE, OR 97403",97403,OR,44.0450849,-123.0702901,EUGENE
CLONEYS PHARMACY INC,DEA,"2515 HARRISON AVENUE, EUREKA, CA 95501",95501,CA,40.7845786,-124.1393972,EUREKA
MONFORT FAMILY CLINIC PHARMACY,DEA,"2930 11TH AVENUE, EVANS, CO 80620",80620,CO,40.3895177,-104.6963546,EVANS
ST. VINCENT PHARMACY MOB,DEA,"801 ST. MARY'S DRIVE, EVANSVILLE, IN 47714",47714,IN,,,EVANSVILLE
WALGREEN CO.,DEA,"925 SOUTH GREEN RIVER ROAD, EVANSVILLE, IN 47715",47715,IN,37.9636249,-87.493478,EVANSVILLE
EVART PHARMACY PLLC,DEA,"107 N. MAIN ST, EVART, MI 49631",49631,MI,43.9010378,-85.2596013,EVART
QFC PHARMACY #853,DEA,"2615 BROADWAY, EVERETT, WA 98201",98201,WA,47.9828334,-122.2007214,EVERETT
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"2930 MAPLE ST, EVERETT, WA 98201",98201,WA,47.9779233,-122.191471,EVERETT
CHC OF SNOHOMISH COUNTY,DEA,"EVERETT-NORTH PHARMACY, 1424 BROADWAY, EVERETT, WA 98201",98201,WA,,,EVERETT
PROVIDENCE MEDICAL CENTER PHARMACY,DEA,"1321 COLBY AVENUE, C WING 1ST FLOOR, EVERETT, WA 98201",98201,WA,,,EVERETT
QFC #852/EVERETT,DEA,"4919 EVERGREEN WAY, EVERETT, WA 98203",98203,WA,47.9524571,-122.2121402,EVERETT
CHC OF SNOHOMISH COUNTY,DEA,"1019 112TH STREET SW, EVERETT, WA 98204",98204,WA,,,EVERETT
USN- NAVAL HEALTH CLINIC,DEA,"2000 W. MARINE VIEW DRIVE, EVERETT, WA 98207",98207,WA,47.9922366,-122.2139782,EVERETT
SEAMAR COMMUNITY HEALTH CENTER PHARMACY,DEA,"1920 100TH ST SE, BUILDING B, EVERETT, WA 98208",98208,WA,,,EVERETT
DENALI PHARMACY,DEA,"1650 COWLES ST, FAIRBANKS, AK 99701",99701,AK,64.8311569,-147.7399472,FAIRBANKS
CHIEF ANDREW ISAAC HEALTH CEN,DEA,"PHARMACY SERVICES, 1717 WEST COWLES STREET, FAIRBANKS, AK 99701",99701,AK,64.8324756,-147.7452235,FAIRBANKS
USAF- 92ND MEDICAL GROUP,DEA,"ATTN: MEDICAL SUPPLY OFFICER, 701 HOSPITAL LOOP/SUITE 40, FAIRCHILD AFB, WA 99011",99011,WA,,,FAIRCHILD AFB
FAIRFAX PHARMACY INC,DEA,"PO BOX 366, 1275 ALLENDALE-FAIRFAX HWY, FAIRFAX, SC 29827",29827,SC,32.9616416,-81.2410396,FAIRFAX
SPECTRUM HEALTHCARE RESOURCES - FAIRFAX HLTH CTR,DEA,"10580 ARROWHEAD DRIVE, FAIRFAX, VA 22030",22030,VA,38.87245739999999,-77.3118393,FAIRFAX
HY-VEE PHARMACY #1180,DEA,"1300 WEST BURLINGTON AVENUE, FAIRFIELD, IA 52556",52556,IA,41.0045625,-91.9785053,FAIRFIELD
NUDAK VENTURES LLC,DEA,"2000 D SOUTH MAIN STREET, PO BOX 1027, FAIRFIELD, IA 52556",52556,IA,40.9868263,-91.9631177,FAIRFIELD
MERCY HOSPITAL,DEA,"3000 MACK ROAD, ATTENTION PHARMACY LOWER LEVEL, FAIRFIELD, OH 45014",45014,OH,,,FAIRFIELD
WELLSPAN PHARMACY,DEA,"4910B FAIRFIELD ROAD, FAIRFIELD, PA 17320",17320,PA,39.7802751,-77.3781305,FAIRFIELD
WALGREEN CO.,DEA,"2 SOUTH GREENO RD, FAIRHOPE, AL 36532",36532,AL,30.5231816,-87.8868664,FAIRHOPE
"CVS PHARMACY, INC.",DEA,"1620 PRESIDENT AVENUE, FALL RIVER, MA 02720",02720,MA,41.7129997,-71.1273981,FALL RIVER
"WALGREEN EASTERN CO., INC.",DEA,"369 PLYMOUTH AVE, FALL RIVER, MA 02721",02721,MA,41.6960762,-71.1520539,FALL RIVER
CAPE COD HEALTHCARE PHARMACY AT FALMOUTH HOSPITAL,DEA,"100 TER HEUN DRIVE, FALMOUTH, MA 02540",02540,MA,41.5641963,-70.6222432,FALMOUTH
"CVS PHARMACY, INC.",DEA,"105 DAVIS STRAITS, FALMOUTH, MA 02540",02540,MA,41.5601785,-70.5987557,FALMOUTH
SANFORD PHARMACY BROADWAY,DEA,"737 BROADWAY, FARGO, ND 58102",58102,ND,,,FARGO
W W INC,DEA,"DBA: THE MEDICINE SHOPPE, 2800 NORTH BROADWAY, FARGO, ND 58102",58102,ND,46.9123556,-96.7882513,FARGO
FAMILY HEALTHCARE PHARMACY,DEA,"NDSU, 301 NP AVENUE, FARGO, ND 58102",58102,ND,,,FARGO
INHEALTH SPECIALTY PHARMACY,DEA,"2345 25TH ST. S., FARGO, ND 58103",58103,ND,,,FARGO
W W INC,DEA,"DBA THE MEDICINE SHOPPE, 1605 SOUTH UNIVERSITY DRIVE, FARGO, ND 58103",58103,ND,,,FARGO
SANFORD PHARMACY SOUTH UNIVERSITY,DEA,"1720 SOUTH UNIVERSITY DRIVE, FARGO, ND 58103",58103,ND,46.8527503,-96.79768659999999,FARGO
DAKOTA CLINIC PHARMACY,DEA,"1702 SOUTH UNIVERSITY DR, FARGO, ND 58103",58103,ND,46.8534398,-96.7975721,FARGO
SOUTHPOINTE PHARMACY,DEA,"2400 32ND AVE S, FARGO, ND 58103",58103,ND,,,FARGO
THRIFTY DRUG SOUTHGATE,DEA,"1532 32ND AVENUE SOUTH, FARGO, ND 58103",58103,ND,46.8314849,-96.80308330000001,FARGO
DAKOTA CLINIC PHARMACY ON 32 AVENUE,DEA,"3000 32 AVENUE S, FARGO, ND 58103",58103,ND,46.8313929,-96.8276915,FARGO
THRIFTY WHITE PHARMACY #039,DEA,"1401 33RD STREET SOUTHWEST, FARGO, ND 58103",58103,ND,46.86067569999999,-96.83247879999999,FARGO
SANFORD PHARMACY MEDICAL CENTER FARGO,DEA,"5225 23RD AVE S, FARGO, ND 58104",58104,ND,46.8454537,-96.87650239999999,FARGO
THRIFTY WHITE PHARMACY #068,DEA,"4255 30TH AVE S, FARGO, ND 58104",58104,ND,,,FARGO
MEDICAL PHARMACY SOUTH,DEA,"4151 45TH ST SO, FARGO, ND 58104",58104,ND,,,FARGO
SEIP PRESCRIPTION SHOPPE #12,DEA,"5675 26TH AVE SOUTH SUITE 136A, FARGO, ND 58104",58104,ND,46.8412421,-96.8821177,FARGO
FRANKLIN MEMORIAL HOSPITAL,DEA,"111 FRANKLIN HEALTH COMMONS, FARMINGTON, ME 04938",04938,ME,44.62647560000001,-70.1629914,FARMINGTON
UNIVERSITY OF UTAH FARMINGTON PHARMACY,DEA,"165 N UNIVERSITY AVE RM 102, FARMINGTON, UT 84025",84025,UT,,,FARMINGTON
DEBBIE'S DRUGS,DEA,"1716 TEMPLE AVE N, FAYETTE, AL 35555",35555,AL,33.709608,-87.82250789999999,FAYETTE
SCOTT PHARMACY,DEA,"238 S MAIN, PO BOX 188, FAYETTE, IA 52142",52142,IA,,,FAYETTE
CAPE FEAR DISCOUNT DRUG,DEA,"2800-18 RAEFORD RD, FAYETTEVILLE, NC 28303",28303,NC,35.0455395,-78.9244643,FAYETTEVILLE
"NORTH CAROLINA CVS PHARMACY, L.L.C.",DEA,"522 OWEN DR, FAYETTEVILLE, NC 28304",28304,NC,,,FAYETTEVILLE
"THE VILLAGE PHARMACY, LLC",DEA,"5106 NC HWY 87 SOUTH, SUITE 100, FAYETTEVILLE, NC 28306",28306,NC,,,FAYETTEVILLE
USAF- 90TH MEDICAL GROUP/SGSL,DEA,"F.M. 4613, 6900 ALDEN DRIVE, BUILDING 160, FE WARREN AFB, WY 82005",82005,WY,41.1565417,-104.8577463,FE WARREN AFB
HEALTHPOINT FEDERAL WAY PHARMACY,DEA,"33431 13TH PL. S., FEDERAL WAY, WA 98003",98003,WA,47.3019534,-122.3178756,FEDERAL WAY
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"301 S 320TH ST, FEDERAL WAY, WA 98003",98003,WA,,,FEDERAL WAY
VIRGINIA MASON SO CLINIC PHCY,DEA,"33501 1ST WAY SOUTH, FEDERAL WAY, WA 98003",98003,WA,47.3005654,-122.33079,FEDERAL WAY
RINGS PHARMACY,DEA,"362 MAIN STREET, PO BOX 577, FERNDALE, CA 95536",95536,CA,40.5760624,-124.2640802,FERNDALE
SERVICE DRUG,DEA,"40 NORTH MAIN STREET, FILLMORE, UT 84631",84631,UT,38.9697811,-112.3236846,FILLMORE
"INDIANA UNIVERSITY HEALTH, INC",DEA,"13100 E 136TH STREET, SUITE 1000, FISHERS, IN 46037",46037,IN,,,FISHERS
FLAGSTAFF PHARMACY,DEA,"77 W FOREST AVENUE, #104, FLAGSTAFF, AZ 86001",86001,AZ,,,FLAGSTAFF
SACRED PEAKS HEALTH CENTER,DEA,"3480 EAST ROUTE 66, FLAGSTAFF, AZ 86004",86004,AZ,35.2143653,-111.5980712,FLAGSTAFF
NORTH COUNTRY COMMUNITY,DEA,"2920 N. 4TH STREET, FLAGSTAFF, AZ 86004",86004,AZ,,,FLAGSTAFF
TOWN CENTER PHARMACY,DEA,"1201 FLUSHING ROAD, SUITE 2, FLINT, MI 48504",48504,MI,43.0190302,-83.70935229999999,FLINT
NORTH SAGINAW PHARMACY,DEA,"2918 NORTH SAGINAW STREET, FLINT, MI 48505",48505,MI,43.0428195,-83.69329479999999,FLINT
"CENTRAL PHARMACY-EAST, LLC",DEA,"3097 N. GENESEE RD, FLINT, MI 48506",48506,MI,43.05040350000001,-83.61697199999999,FLINT
ADVANCED SPECIALTY RX LLC,DEA,"4800 S. SAGINAW ST., SUITE 1675, FLINT, MI 48507",48507,MI,42.9825361,-83.67601169999999,FLINT
DISCOUNT RX,DEA,"4400 S. SAGINAW ST, SUITE 1335, FLINT, MI 48507",48507,MI,42.98388020000001,-83.67714749999999,FLINT
BENZER PHARMACY,DEA,"G-3333 BEECHER ROAD, SUITE B, FLINT, MI 48532",48532,MI,43.0157605,-83.7438387,FLINT
NORTHWOOD/MASSEY DRUGS,DEA,"1702 N WOOD AVE, FLORENCE, AL 35630",35630,AL,34.8234716,-87.6822572,FLORENCE
WALGREEN CO.,DEA,"8193 MALL ROAD, FLORENCE, KY 41042",41042,KY,38.9822589,-84.65075569999999,FLORENCE
FLORENCE PHARMACY NORTH,DEA,"5549 OLD HIGHWAY 93, FLORENCE, MT 59833",59833,MT,46.63808969999999,-114.0780204,FLORENCE
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",DEA,"733 S. IRBY ST., FLORENCE, SC 29501",29501,SC,,,FLORENCE
FLOWER MOUND HERBAL PHARMACY,DEA,"1001 CROSSTIMBERS ROAD, SUITE 1170, FLOWER MOUND, TX 75028",75028,TX,,,FLOWER MOUND
DUANE READE,DEA,"13602 ROOSEVELT AVENUE, FLUSHING, NY 11354",11354,NY,,,FLUSHING
KAISER PERMANENTE PHMCY #281,DEA,"2155 IRON POINT ROAD, FOLSOM, CA 95630",95630,CA,38.6442827,-121.1352972,FOLSOM
ST AGNES HOSPITAL,DEA,"DEPARTMENT OF PHARMACY, 430 EAST DIVISION STREET, FOND DU LAC, WI 54935",54935,WI,,,FOND DU LAC
KAISER PERMANENTE PHARMACY #189,DEA,"9961 SIERRA AVE, HOSP BLDG, FL 1, FONTANA, CA 92335",92335,CA,,,FONTANA
WALGREEN CO.,DEA,"16108 FOOTHILL BOULEVARD, FONTANA, CA 92335",92335,CA,34.1071981,-117.4529771,FONTANA
DUANE READE,DEA,"107-16 CONTINENTAL AVENUE, FOREST HILLS, NY 11375",11375,NY,,,FOREST HILLS
US ARMY FBCH PHARMACY SERVICE,DEA,"9300 DEWITT LOOP, ROOM C1382 MAIN VAULT, FORT BELVOIR, VA 22060",22060,VA,,,FORT BELVOIR
US ARMY PHARMACY ANEX,DEA,"8651 JOHN J KINGMAN ROAD, FORT BELVOIR, VA 22060",22060,VA,38.7245358,-77.15020439999999,FORT BELVOIR
BENTON PHARMACY,DEA,"1418 FRONT ST, BOX 549, FORT BENTON, MT 59442",59442,MT,47.8173828,-110.6678146,FORT BENTON
US ARMY- SOLDIER & FAMILY MEDICAL CLINIC PHARMACY,DEA,"BLDG 2496 RICKER ROAD, FORT BLISS, TX 79916",79916,TX,,,FORT BLISS
US ARMY- WOMACK MEDICAL CENTER,DEA,"DEPT OF PHARMACY, BLDG 4-2817 REILLY RD, FORT BRAGG, NC 28310",28310,NC,35.1457857,-79.0014965,FORT BRAGG
US ARMY - TOWN CENTER PHARMACY,DEA,"BLDG 98 MICHIGAN AVE, FORT CAMPBELL, KY 42223",42223,KY,36.6417963,-87.44937209999999,FORT CAMPBELL
US ARMY- BLANCHFIELD  COMMUNITY,DEA,"MEDDAC, BLDG 650, RM 1BG01, FORT CAMPBELL, KY 42223",42223,KY,,,FORT CAMPBELL
WALGREEN CO.,DEA,"2190 W DRAKE RD, FORT COLLINS, CO 80526",80526,CO,40.5531803,-105.1178275,FORT COLLINS
HARMONY EMERGENCY DEPARTMENT PHARMACY,DEA,"B125, 4630 SNOW MESA DR, FORT COLLINS, CO 80528",80528,CO,,,FORT COLLINS
FORT DEFIANCE INDIAN HOSPITAL,DEA,"PO BOX 649, INTERSECTION OF N7 AND N12, FORT DEFIANCE, AZ 86504",86504,AZ,,,FORT DEFIANCE
DANIEL PHARMACY,DEA,"1114 CENTRAL AVENUE, FORT DODGE, IA 50501",50501,IA,42.5059305,-94.18288179999999,FORT DODGE
TRINITY PHARMACY,DEA,"802 KENYON ROAD, SUITE 120, FORT DODGE, IA 50501",50501,IA,42.4924728,-94.1925231,FORT DODGE
US ARMY- CONNER TROOP MEDICAL CLINIC,DEA,"10504 KORENGAL VALLEY BLVD, FORT DRUM, NY 13602",13602,NY,44.0529911,-75.7857721,FORT DRUM
PHS INDIAN HEALTH CENTER,DEA,"P.O.BOX 160, 2 MILES SOUTH OF BOTTLE HOLLOW, FORT DUCHESNE, UT 84026",84026,UT,,,FORT DUCHESNE
US ARMY- MCDONALD HEALTH CENTER,DEA,"BLDG 576, JEFFERSON AVE, FORT EUSTIS, VA 23604",23604,VA,37.1616934,-76.57371859999999,FORT EUSTIS
US ARMY-PX REFILL PHARMACY,DEA,"35200 3 RD AVE, BUILDING 38200, FORT GORDON, GA 30905",30905,GA,,,FORT GORDON
US ARMY-BENNETT HEALTH CLINIC PHARMACY,DEA,"BLDG 420 RM 1156, 31ST  & BATTALION AVE, FORT HOOD, TX 76544",76544,TX,,,FORT HOOD
US ARMY-THOMAS MOORE PHARMACY,DEA,"BLDG 2245 RM B001, 58TH & BATTALION AVE, FORT HOOD, TX 76544",76544,TX,27.9236861,-82.7135923,FORT HOOD
US ARMY DARNALL AMC NORTH-PHCY,DEA,"BLDG #56501 HEADQUARTER RD., FORT HOOD, TX 76544",76544,TX,39.0838892,-84.51122,FORT HOOD
US ARMY-MONROE HEALTH CLINIC PHAMRACY,DEA,"BLDG 330003 RM 109, 74TH ST & BATTALION AVE, FORT HOOD, TX 76544",76544,TX,40.6335517,-74.032421,FORT HOOD
US ARMY CLEAR CREEK PHARMACY,DEA,"BLDG 4250 CLEAR CREEK BLVD, ROOM 406, FORT HOOD, TX 76544",76544,TX,31.1397476,-97.8025835,FORT HOOD
US ARMY- RAYMOND W BLISS HLTH CNT,DEA,"2240 E. WINROW RD, ROOM 102-24, FORT HUACHUCA, AZ 85613",85613,AZ,31.5489832,-110.3519991,FORT HUACHUCA
US ARMY- FT IRWIN MEDDAC,DEA,"ATTN: PHARMACY SERVICES, 390 OUTER LOOP ROAD ROOM 2248, FORT IRWIN, CA 92310",92310,CA,,,FORT IRWIN
US ARMY- MONCRIEF COMMUNITY HOSPITAL,DEA,"BUILDING 4500 STUART STREET, FORT JACKSON, SC 29207",29207,SC,34.0119632,-80.93768709999999,FORT JACKSON
US ARMY-MONCRIEF PX REFILL PHARMACY,DEA,"4110 MOSBY STREET, FORT JACKSON, SC 29207",29207,SC,34.0225072,-80.94365169999999,FORT JACKSON
US ARMY- FT KNOX MAIN PX-PHARMACY,DEA,"160 BINTER STREET, FORT KNOX, KY 40121",40121,KY,37.8865734,-85.9539365,FORT KNOX
US ARMY- IRELAND COMMUNITY HOSP/PHARM,DEA,"289 IRELAND AVE BLDG 851, FORT KNOX, KY 40121",40121,KY,37.9003532,-85.94143749999999,FORT KNOX
"AIDS HEALTHCARE FOUNDATION, DBA AHF PHARMACY",DEA,"1785 E. SUNRISE BLVD., FORT LAUDERDALE, FL 33304",33304,FL,26.1377486,-80.1222715,FORT LAUDERDALE
WALGREEN CO.,DEA,"3895 W BROWARD BLVD, FORT LAUDERDALE, FL 33312",33312,FL,26.1216058,-80.2004694,FORT LAUDERDALE
"HOLIDAY CVS, L.L.C.",DEA,"1700 S. FEDERAL HWY., FORT LAUDERDALE, FL 33316",33316,FL,26.0997318,-80.1362094,FORT LAUDERDALE
US ARMY-  KENNER HEALTH CLINIC,DEA,"700 24TH STREET, FORT LEE, VA 23801",23801,VA,37.2382673,-77.3470981,FORT LEE
FT. LEE TMC2,DEA,"BUILDING 18036, 300 CENTRAL AVENUE, FORT LEE, VA 23801",23801,VA,37.3060623,-77.3083924,FORT LEE
US ARMY- KIMBROUGH AMBULATORY CARE CENTER,DEA,"DEPARTMENT OF PHARMACY, KIMBROUGH AMBULATORY CARE CENTER, FORT MEADE, MD 20755",20755,MD,39.0979125,-76.72913240000001,FORT MEADE
"GULF COAST PHARMACY, LLC",DEA,"6631 ORION DRIVE, SUITE 112, FORT MYERS, FL 33912",33912,FL,26.5457221,-81.84808819999999,FORT MYERS
"CYPRESS PHARMACY, INC",DEA,"9451 CYPRESS LAKE DR, FORT MYERS, FL 33919",33919,FL,26.5453279,-81.9112871,FORT MYERS
US ARMY- FT POLK MED ACTIVITY,DEA,"BLDG 1585 3RD ST RM 1758, FORT POLK, LA 71459",71459,LA,31.0637041,-93.21139099999999,FORT POLK
US ARMY- FT POLK CTMC,DEA,"8091 GEORGIA AVE BLDG 3504, ROOM 1B104, FORT POLK, LA 71459",71459,LA,31.0567117,-93.21312309999999,FORT POLK
US ARMY- FT RILEY- IACH PHARMACY,DEA,"650 HUEBNER ROAD, ATTN PHARMACY SERVICES, FORT RILEY, KS 66442",66442,KS,39.083486,-96.7680965,FORT RILEY
US ARMY FORT RILEY IACH PHARMACY,DEA,"650 HUEBNER ROAD, FORT RILEY, KS 66442",66442,KS,39.0832712,-96.7685486,FORT RILEY
US ARMY-RAHC TROOP MEDICAL CLINIC,DEA,"6039 BERRY ROAD, FORT SILL, OK 73503",73503,OK,,,FORT SILL
US ARMY-RAHC COMMISSARY PHARMACY (PHARMISSARY),DEA,"1719 MACOMB ROAD, FORT SILL, OK 73503",73503,OK,34.6721276,-98.40631789999999,FORT SILL
SPIRIT LAKE HEALTH CENTER,DEA,"3883 74TH AVENUE, PO BOX 309, FORT TOTTEN, ND 58335",58335,ND,47.97590839999999,-98.9974307,FORT TOTTEN
US ARMY-BASSETT ARMY COMMUNITY HOSPITAL,DEA,"BASSETT ARMY COMM HOSP, BLDG 4076 NEELY RD, ROOM 131-02, FORT WAINWRIGHT, AK 99703",99703,AK,64.82917859999999,-147.6628415,FORT WAINWRIGHT
COOK CHILDREN'S PHARMACY 1,DEA,"801 7TH AVENUE, STE 1700, FORT WORTH, TX 76104",76104,TX,,,FORT WORTH
JPS HEALTH SYSTEM,DEA,"1500 SOUTH MAIN STREET, SUITE OPC 1, FORT WORTH, TX 76104",76104,TX,32.7273593,-97.32662479999999,FORT WORTH
AHF PHARMACY,DEA,"400 N BEACH STREET, STE 102, FORT WORTH, TX 76111",76111,TX,32.769859,-97.28688249999999,FORT WORTH
"PERRONERX, LLC",DEA,"3923 HWY 377 SOUTH, FORT WORTH, TX 76116",76116,TX,,,FORT WORTH
GREEN'S FORTUNA PHARMACY,DEA,"906 MAIN ST, FORTUNA, CA 95540",95540,CA,40.59821669999999,-124.1573901,FORTUNA
REDWOOD MEMORIAL HOSPITAL,DEA,"3300 RENNER DRIVE, FORTUNA, CA 95540",95540,CA,40.58232,-124.136518,FORTUNA
GARST RX,DEA,"325 S MAIN ST, FORTVILLE, IN 46040",46040,IN,,,FORTVILLE
"LONGS DRUG STORES CALIFORNIA, L.L.C.",DEA,"111 E MERCED ST, FOWLER, CA 93625",93625,CA,,,FOWLER
FOWLERVILLE PHARMACY,DEA,"119 E. GRAND RIVER, P.O. BOX 337, FOWLERVILLE, MI 48836",48836,MI,42.6608397,-84.0727016,FOWLERVILLE
"WALGREEN EASTERN CO., INC.",DEA,"653 WORCESTER RD, FRAMINGHAM, MA 01701",01701,MA,42.2987826,-71.42315130000001,FRAMINGHAM
"CVS PHARMACY, INC.",DEA,"1280 WORCESTER RD., FRAMINGHAM, MA 01702",01702,MA,42.2972817,-71.4496793,FRAMINGHAM
BRAY PHARMACY INC.,DEA,"662 EAST MAIN ST., FRANKFORT, KY 40601",40601,KY,38.2035443,-84.8479771,FRANKFORT
"CVS PHARMACY, INC.",DEA,"272 EAST CENTRAL STREET, ROUTE 140, FRANKLIN, MA 02038",02038,MA,42.0797096,-71.3849886,FRANKLIN
WALGREEN CO.,DEA,"31100 GROESBECK HWY., FRASER, MI 48026",48026,MI,42.524579,-82.94537059999999,FRASER
US ARMY- FT DETRICK HEALTH CLINIC,DEA,"1434 PORTER STREET, FORT DETRICK, FREDERICK, MD 21702",21702,MD,39.4374395,-77.42255109999999,FREDERICK
MCFALL'S PHARMACY,DEA,"LEWIS R KEITH, 219 EAST JOSEPHINE, FREDERICK, OK 73542",73542,OK,,,FREDERICK
VALU-MED INC,DEA,"707 NORTH LLANO, FREDERICKSBURG, TX 78624",78624,TX,30.27968049999999,-98.864618,FREDERICKSBURG
HILL COUNTRY MEM HOSP INC,DEA,"1020 SOUTH STATE HWY 16, PO BOX 835, FREDERICKSBURG, TX 78624",78624,TX,,,FREDERICKSBURG
KAISER PERMANENTE FREDERICKSBURG PHARMACY,DEA,"1201 HOSPITAL DRIVE, FREDERICKSBURG, VA 22401",22401,VA,,,FREDERICKSBURG
WALGREEN CO.,DEA,"1810 FREEDOM BLVD, FREEDOM, CA 95019",95019,CA,36.9349795,-121.7718307,FREEDOM
HALLER'S PHARMACY & MEDICAL SUPPLY,DEA,"37323 FREMONT BLVD., FREMONT, CA 94536",94536,CA,37.5580215,-122.0071941,FREMONT
CAPSULE PHARMACY,DEA,"2557 MOWRY AVE, SUITE # 11, FREMONT, CA 94538",94538,CA,,,FREMONT
MOWRY MEDICAL PHARMACY,DEA,"1999 MOWRY AVENUE, SUITE #2A, FREMONT, CA 94538",94538,CA,37.5582485,-121.9812021,FREMONT
WASHINGTON HOSPITAL PHARMACY,DEA,"2000 MOWRY AVE, FREMONT, CA 94538",94538,CA,37.55726,-121.9797604,FREMONT
"KAISER FOUNDATION HEALTH PLAN, INC",DEA,"OHLONE PHARMACY #162, 39400 PASEO PADRE PARKWAY, FREMONT, CA 94538",94538,CA,37.5525052,-121.9766746,FREMONT
JADE PHARMACY,DEA,"34460 FREMONT BLVD SUITE B, FREMONT, CA 94555",94555,CA,,,FREMONT
MEMORIAL HOSPITAL,DEA,"PHARMACY, 715 SOUTH TAFT AVE, FREMONT, OH 43420",43420,OH,41.3570498,-83.135812,FREMONT
WALGREEN CO.,DEA,"1016 W SHAW AVE, FRESNO, CA 93711",93711,CA,,,FRESNO
KAISER FOUNDATION HEALTH PLAN,DEA,"KFHP B PHARMACY #722, 7300 N FRESNO ST FLR 1 CYPRESS, FRESNO, CA 93720",93720,CA,,,FRESNO
"GARFIELD BEACH CVS, L.L.C.",DEA,"4987 N. FRESNO ST., FRESNO, CA 93726",93726,CA,,,FRESNO
WALGREEN CO.,DEA,"626 S CLOVIS AVE, FRESNO, CA 93727",93727,CA,36.736545,-119.7007226,FRESNO
A & H STORES,DEA,"210 SPRING STREET WEST, PO BOX 516, FRIDAY HARBOR, WA 98250",98250,WA,48.534184,-123.017156,FRIDAY HARBOR
TOTAL CARE PHARMACY,DEA,"7221 UNIVERSITY AVENUE, FRIDLEY, MN 55432",55432,MN,45.0986333,-93.2621827,FRIDLEY
PRESCRIPTION ALTERNATIVES,DEA,"P.O. BOX 897, JANET CARTER, PRESIDENT, FRISCO, CO 80443",80443,CO,,,FRISCO
FAMILY PHARMACY SERVICES,DEA,"303 WEST 10TH STREET, FRONT ROYAL, VA 22630",22630,VA,,,FRONT ROYAL
THE PRESCRIPTION PAD,DEA,"1118 NW 16TH ST, STE 150B, FRUITLAND, ID 83619",83619,ID,44.0248086,-116.9282029,FRUITLAND
US ARMY FREEDOM CROSSING PX PHARMACY,DEA,"BLDG 1611 HAAN RD STE A11, FT BLISS, TX 79906",79906,TX,,,FT BLISS
US ARMY- EAST BLISS HDC PHARMACY,DEA,"BLDG 21227 TORCH ST, FT BLISS, TX 79916",79916,TX,31.86827169999999,-106.3337624,FT BLISS
US ARMY- SOLDIER FAMILY CARE CLINIC PHARMACY,DEA,"BLDG 11335 SSG SIMS ST, FT BLISS, TX 79916",79916,TX,31.8302072,-106.3715136,FT BLISS
US ARMY- EVANS COMMUNITY HOSPITAL,DEA,"1650 COCHRANE CIRCLE, BLDG 7500, ATTN: PHARMACY, ROOM 213, FT CARSON, CO 80913",80913,CO,38.7190921,-104.7967308,FT CARSON
WALGREEN CO.,DEA,"2355 NE 26TH STREET, FT LAUDERDALE, FL 33305",33305,FL,26.160391,-80.1160841,FT LAUDERDALE
AIDS HEALTHCARE FOUNDATION,DEA,"6405 N. FEDERAL HIGHWAY, #205, FT LAUDERDALE, FL 33308",33308,FL,26.2080988,-80.11058969999999,FT LAUDERDALE
AIDS HEALTHCARE FOUNDATION,DEA,"700 SE 3RD AVENUE, SUITE 100, FT LAUDERDALE, FL 33316",33316,FL,,,FT LAUDERDALE
US ARMY - MUNSON  HEALTH CENTER,DEA,"PHARMACY SERVICES, 550 POPE AVE, FT LEAVENWORTH, KS 66027",66027,KS,39.353908,-94.92536199999999,FT LEAVENWORTH
