Business Name,Address 1,Address 2,"City,State,Zip"
WAYNE EMPLOYEE BENE. WEB PHARMACY,2700 WAYNE MEMORIAL DR,,"GOLDSBORO, NC 27533"
USAF-17TH MEDICAL GROUP/SGSM,271 FT. RICHARDSON AVE,BLDG 1001,"GOODFELLOW AFB, TX 76908"
WALGREEN ARIZONA DRUG CO.,3361 NORTH LITCHFIELD RD,,"GOODYEAR, AZ 85395"
USN- NAVAL HEALTH CLINIC CHARLESTON,110 NNPTC CIRCLE,,"GOOSE CREEK, SC 29445"
THRIFTY WHITE PHARMACY #065,737 WEST 12TH STREET,,"GRAFTON, ND 58237"
KB PHARMACY DBA GRAFTON DRUG,38 EAST12TH ST,,"GRAFTON, ND 58237"
COULEE COMMUNITY HOSPITAL,411 FORTUYN RD,,"GRAND COULEE, WA 99133"
USAF- 319TH MEDICAL GROUP/SGSLM,1599 J STREET,BLDG. 109,"GRAND FORKS AFB, ND 58205"
WALLS ALTRU PHARM INC D/B/A WALLS HEALTHMART PHARM,4440 SOUTH WASHINGTON STREET,SUITE 101-D,"GRAND FORKS, ND 58201"
BUDGET DRUG,"2015 LIBRARY CIRCLE, #102",,"GRAND FORKS, ND 58201"
ALTRU HEALTH SYSTEM,1200 SOUTH COLUMBIA ROAD,,"GRAND FORKS, ND 58201"
WALL'S MEDICINE CENTER INC,708 S WASHINGTON,,"GRAND FORKS, ND 58201"
ALTRU CLINIC PHARMACY - FAMILY MED CTR INC,1380 COLUMBIA RD S,,"GRAND FORKS, ND 58201"
THRIFTY WHITE PHARMACY #081,1395 C SOUTH COLUMBIA ROAD,,"GRAND FORKS, ND 58201"
INSPIRE PHARMACY INC,360 DIVISION AVE,SUITE 100,"GRAND FORKS, ND 58201"
WHITE DRUG #9,2475 32ND AVENUE S.,SUITE #1,"GRAND FORKS, ND 58201"
UNIV OF NO DAKOTA,MCCANNEL HALL ROOM 100,2891 2ND AVE N STOP 9038,"GRAND FORKS, ND 58202"
FAMILY MEDICINE RESIDENCY PHARMACY,725 HAMLINE ST,,"GRAND FORKS, ND 58203"
WALGREEN CO.,240 W PARK DRIVE,,"GRAND JUNCTION, CO 81505"
COLORADO WEST HEALTHCARE SYSTEM,STE 120,2373 G ROAD,"GRAND JUNCTION, CO 81505"
WALGREEN CO.,507 S CARRIER PKWY,,"GRAND PRAIRIE, TX 75051"
CURO PHARMACY,4665 44TH STREET SE,SUITE A-1106,"GRAND RAPIDS, MI 49512"
KEYSTONE PHARMACY,4021 CASCADE ROAD SE,,"GRAND RAPIDS, MI 49546"
GRAND ITASCA PHARMACY,1601 GOLF COURSE ROAD,,"GRAND RAPIDS, MN 55744"
THRIFTY WHITE PHARMACY #728,1105 S POKEGAMA AVENUE,,"GRAND RAPIDS, MN 55744"
CONFEDERATED TRIBES OF GRAND RONDE,9605 GRAND RONDE RD,,"GRAND RONDE, OR 97347"
PHARM A SAVE INC,207 E STANLEY ST #A,PO BOX 990,"GRANITE FALLS, WA 98252"
FAMILY HEALTH CARE PHARMACY,11 NORTH MAPLE STREET,,"GRANT, MI 49327"
WALGREEN CO.,111 UNION AVE,,"GRANTS PASS, OR 97527"
KMART PHARMACY,111 W. MCNIGHT WAY,,"GRASS VALLEY, CA 95949"
THE MEDICINE SHOPPE #1675,500 N JAMES STREET,,"GRAYLING, MI 49738"
BIG SKY MANAGED CARE,915 1ST AVE S,STE 110,"GREAT FALLS, MT 59401"
WALGREEN CO,2301 10TH AVE S,,"GREAT FALLS, MT 59405"
BENEFIS AMBULATORY PHARMACY,500 15TH AVENUE SOUTH,SUITE #2,"GREAT FALLS, MT 59405"
CAPT. JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3440 OHIO STREET,BLDG 1017 (PHARMACY DEPARTMENT),"GREAT LAKES, IL 60088"
CAPT. JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,2430 ILLINOIS STREET,BLDG 1007 (PHARMACY DEPARTMENT),"GREAT LAKES, IL 60088"
CAPT. JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,2410 SAMPSON STREET,BLDG 237 (PHARMACY DEPARTMENT),"GREAT LAKES, IL 60088"
CAPT. JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,2630 GREEN BAY ROAD,BLDG 3452 (PHARMACY DEPARTMENT),"GREAT LAKES, IL 60088"
SUMMIT VIEW PHARMACY,2001 70TH AVE SUITE 104,,"GREELEY, CO 80634"
"RURAL HEALTH CARE, INC",1305 N ORANGE AVE,SUITE 120-123,"GREEN COVE SPRINGS, FL 32043"
WALGREEN CO.,1650 E ANDREW JOHNSON HWY,,"GREENEVILLE, TN 37745"
SHOPKO PHARMACY #2687,202 SW KENT ST,,"GREENFIELD, IA 50849"
WALGREEN CO.,1195 N STATE STREET,,"GREENFIELD, IN 46140"
"CVS PHARMACY, INC.",137 FEDERAL STREET,,"GREENFIELD, MA 01301"
WALGREEN CO.,4296 S 76TH STREET,,"GREENFIELD, WI 53220"
"NORTH CAROLINA CVS PHARMACY, L.L.C.",309 EAST CORNWALLIS DRIVE,,"GREENSBORO, NC 27408"
FRIENDLY PHARMACY,3712 G LAWNDALE DRIVE,,"GREENSBORO, NC 27455"
DECATUR CTY MEMORIAL HOSPITAL,720 NORTH LINCOLN ST,,"GREENSBURG, IN 47240"
KIOWA COUNTY PHARMACY LLC,721 WEST KANSAS,SUITE 101,"GREENSBURG, KS 67054"
WESTMORELAND REGIONAL HOSP,532 W PITTSBURGH ST,,"GREENSBURG, PA 15601"
VILLAGE DRUG CO,225 MAIN STREET,,"GREENVILLE, CA 95947"
FAMILY PRACTICE PHARMACY,101 HEART DRIVE,,"GREENVILLE, NC 27834"
ECU PHARMACY,ECU SCHOOL OF MEDICINE,517 MOYE BOULEVARD,"GREENVILLE, NC 27834"
WALGREEN CO.,671 S MEMORIAL DRIVE,,"GREENVILLE, NC 27834"
KELLY'S PHARMACY INC.,4852 RT 81,PO BOX 422,"GREENVILLE, NY 12083"
FAMILY HEALTH SERVICES OF,DARKE COUNTY INC.,5735 MEEKER ROAD,"GREENVILLE, OH 45331"
THE MEDICINE SHOPPE,419 SOUTH MAIN ST,,"GREENVILLE, PA 16125"
"SOUTH CAROLINA CVS PHARMACY, L.L.C.",718 MILLS AVENUE,,"GREENVILLE, SC 29605"
"BHC VALLE VISTA HOSPITAL, INC.",898 EAST MAIN ST,,"GREENWOOD, IN 46143"
WALGREEN CO.,1950 NE BURNSIDE RD,,"GRESHAM, OR 97030"
LEGACY MT. HOOD MEDICAL CENTER PHARMACY - RETAIL,24800 SE STARK STREET,,"GRESHAM, OR 97030"
ORCHARD HOSPITAL,POST OFFICE BOX 97,240 SPRUCE ST,"GRIDLEY, CA 95948"
USN NAVAL SUBMARINE BASE MEDICAL,LONDON BLDG 449,1 WAHOO DRIVE,"GROTON, CT 06349"
WALGREEN CO.,15371 DEDEAUX RD.,,"GULFPORT, MS 39503"
DOWD DRUG,307 STATE STREET,BOX 99,"GUTHRIE CENTER, IA 50115"
GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,,"GUTHRIE CENTER, IA 50115"
HARTIG DRUG CO #30,200 MAIN ST,SUITE 1,"GUTTENBERG, IA 52052"
GENOA A QOL HEALTHCARE COMPANY LLC,25 E SALEM STREET,,"HACKENSACK, NJ 07601"
LUKE'S FAMILY PHARMACY,101 S. MAIN ST.,,"HAILEY, ID 83333"
THE DRUGSTORE,91 E CROY STREET,BOX 2700,"HAILEY, ID 83333"
SEARHC HAINES MEDICAL CLINIC,131 1ST AVE SOUTH,PO BOX 1549,"HAINES, AK 99827"
HALF MOON BAY PHARMACY,40 STONE PINE ROAD,SUITE I,"HALF MOON BAY, CA 94019"
TAT TWIN BUTTES TELEPHARMACY,726 80 AVE. NW,,"HALLIDAY, ND 58636"
WALGREEN CO.,4520 WESTERN CENTER BLVD,,"HALTOM CITY, TX 76137"
J RUTOWSKI OF WANAKAH,S 4923 LAKESHORE ROAD,,"HAMBURG, NY 14075"
CJ SANDLIN LLC,797 MILITARY STREET SOUTH,,"HAMILTON, AL 35570"
"WALGREEN EASTERN CO., INC.",1096 ROUTE 33,,"HAMILTON, NJ 08690"
LIFELINE INSTITUTIONAL PHARMACY,3699 SYMMES RD,SUITE 1,"HAMILTON, OH 45015"
VYTO'S PHARMACY,6949 KENNEDY AVENUE,UNIT C,"HAMMOND, IN 46323"
CAROLINA PHARMACY OF THE LOWCOUNTRY,810 ELM STREET EAST,,"HAMPTON, SC 29924"
HANKINSON DRUG,323 SOUTH MAIN AVENUE,PO BOX 160,"HANKINSON, ND 58041"
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",7350 BARRINGTON RD.,,"HANOVER PARK, IL 60133"
USAF-66TH MEDICAL SQUADRON/SGSM,90 VANDENBERG DRIVE BLDG 1900,,"HANSCOM AFB, MA 01731"
HARBOR DRUG INC,DBA: HARBOR DRUG,114 S. HURON AVENUE,"HARBOR BEACH, MI 48441"
HARBOR BEACH COMM HOSP INC,210 SOUTH FIRST STREET,,"HARBOR BEACH, MI 48441"
KAISER PERMANENTE PHARMACY,25965 SOUTH NORMANDIE,,"HARBOR CITY, CA 90710"
KAISER PERMANENTE PHARMACY #122,25821 S. VERMONT AVE FL 1,,"HARBOR CITY, CA 90710"
US ARMY-HARKER HEIGHTS PHARMACY,201 E. CENTRAL TEXAS EXPRESSWAY,SUITE 200,"HARKER HEIGHTS, TX 76548"
"DOTZLER PHARMACIES, INC.",DBA PEXTON PHARMACY,1812 CHATBURN PLAZA,"HARLAN, IA 51537"
"RANN PHARMACY, INC.",377 MAIN ST,,"HARLEYSVILLE, PA 19438"
BESTYET HEALTHMART PHARMACY,19671 NE 23RD,,"HARRAH, OK 73045"
"NORTH CAROLINA CVS PHARMACY, L.L.C.","4300 HWY 49 S., P.O. BOX 10",,"HARRISBURG, NC 28075"
"PENNSYLVANIA CVS PHARMACY, L.L.C.",6007 ALLENTOWN BLVD,PAXTON SQUARE,"HARRISBURG, PA 17112"
SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,OUTPATIENT PHARMACY,"HARRISONBURG, VA 22801"
BONAPARTE PHARMACY LLC,8210 MAIN STREET,,"HARRISVILLE, NY 13648"
"IU HEALTH BALL MEMORIAL HOSPITAL, INC.",400 PILGRIM BLVD.,,"HARTFORD CITY, IN 47348"
CHARTER OAK HEALTH CENTER,PHARMACY,21 GRAND STREET,"HARTFORD, CT 06106"
"HHP, LLC",130 3RD ST NE,SUITE A,"HARTLEY, IA 51346"
WALGREEN CO.,6130 HWY 49,,"HATTIESBURG, MS 39401"
"CVS PHARMACY, INC.",425 LOWELL AVE.,,"HAVERHILL, MA 01832"
BOOTH PHARMACY INC,903 CENTRAL AVENUE,PO BOX 233,"HAWARDEN, IA 51023"
ELDER-CARE PHARMACY,SUITE A,PO BOX 997,"HAWKINSVILLE, GA 31036"
LORDS VALLEY VILLAGE PHCY INC,658 ROUTE 739 SUITE 5,,"HAWLEY, PA 18428"
"RURAL HEALTH CARE, INC",22066 SE 71 ST AVE,,"HAWTHORNE, FL 32640"
HAXTUN HOSPITAL DISTRICT PHARMACY,235 W FLETCHER ST,,"HAXTUN, CO 80731"
MEDICINE MAN NORTH PHARMACY,PHARMACY,8093 CORNERSTONE DR BOX 1706,"HAYDEN, ID 83835"
TED'S PHARMACY,1866 MAIN ST,,"HAYNESVILLE, LA 71038"
MISSION PHARMACY,22138 MISSION BLVD,,"HAYWARD, CA 94541"
TENNYSON PHARMACY,589 WEST TENNYSON ROAD,,"HAYWARD, CA 94544"
TEDS DRUGS,27453 HESPERIAN BLVD.,,"HAYWARD, CA 94545"
ESSENTIA HEALTH HAYWARD PHARMACY,11134 N HWY 77,SUITE A,"HAYWARD, WI 54843"
MARINCO PHARMACY INC,21936 VASSAR ROAD,,"HAZEL PARK, MI 48030"
AMC COMMUNITY PHARMACY,1381 UNIVERSITY ST SUITE A,,"HEALDSBURG, CA 95448"
HEART BUTTE HEALTH STATION IHS,81 DISNEY STREET,P. O. BOX 80,"HEART BUTTE, MT 59448"
"CLEBURNE PHARMACY, LLC",875 ROSS STREET,,"HEFLIN, AL 36264"
GENEVA WOODS PHARMACY,2600 WINNE AVENUE,SUITE A,"HELENA, MT 59601"
"WALGREEN EASTERN CO., INC.",393 FRONT ST,,"HEMPSTEAD, NY 11550"
COMMUNITY CARE RX INC.,86 FRONT STREET,,"HEMPSTEAD, NY 11550"
METHODIST HOSPITAL PHARMACY,1305 N ELM ST,,"HENDERSON, KY 42420"
MEDICAL ARTS PHARMACY,253 RUIN CREEK ROAD,,"HENDERSON, NC 27536"
WALGREEN CO.,1411 OXFORD ROAD,,"HENDERSON, NC 27536"
PARDEE OUTPATIENT PHARMACY,800 NORTH JUSTICE STREET,,"HENDERSONVILLE, NC 28791"
ATRIUM PHARMACY,260 WEST MAIN STREET,SUITE 217,"HENDERSONVILLE, TN 37075"
WALGREEN CO.,198 E MAIN ST,,"HENDERSONVILLE, TN 37075"
HENRIETTA PHARMACY INC,124 NORTH BRIDGE,,"HENRIETTA, TX 76365"
HEREFORD HEALTHMART PHARMACY,809 SOUTH 25 MILE AVENUE,,"HEREFORD, TX 79045"
KAY'S PHARMACY,2 W MAIN,,"HERINGTON, KS 67449"
ESSENTIA HEALTH HERMANTOWN PHARMACY,4855 W ARROWHEAD RD,SUITE A,"HERMANTOWN, MN 55811"
THE MEDICINE SHOPPE,1740 EAST STATE STREET,,"HERMITAGE, PA 16148"
HERRIN HOSPITAL PHARMACY,201 S 14TH ST,,"HERRIN, IL 62948"
WALGREEN CO.,17051 BEAR VALLEY ROAD,,"HESPERIA, CA 92345"
BOB'S DRUGS LLC,194 N DIVISION STREET,,"HESPERIA, MI 49421"
WHITE DRUG #55,112 SOUTH MAIN STREET,P.O. BOX 750,"HETTINGER, ND 58639"
"HOLIDAY CVS, L.L.C.",101 HIALEAH DR,,"HIALEAH, FL 33010"
WALGREEN CO.,4895 PALM AVENUE,,"HIALEAH, FL 33012"
THRIFTY WHITE PHARMACY #741,3517 E. BELTLINE,,"HIBBING, MN 55746"
ESSENTIA HEALTH HIBBING PHARMACY,730 E. 34TH ST,SUITE A,"HIBBING, MN 55746"
"NORTH CAROLINA CVS PHARMACY, L.L.C.",1504 2ND ST NE,,"HICKORY, NC 28601"
"WALGREEN EASTERN CO., INC.",210 S BROADWAY,,"HICKSVILLE, NY 11801"
WALGREEN CO.,2019 N MAIN STREET,,"HIGH POINT, NC 27262"
HIGHLANDS RANCH PHARMACY,9285 HEPBURN ST,,"HIGHLANDS RANCH, CO 80129"
WALGREEN CO.,9141 S. BROADWAY,,"HIGHLANDS RANCH, CO 80129"
"EAST BURKE PHARMACY, INC.",300 MAIN AVENUE WEST,,"HILDEBRAN, NC 28637"
USAF- 75TH MEDICAL GROUP/SGSM,7321 BALMER AVENUE,BLDG 570,"HILL AFB, UT 84056"
HILLSBORO REXALL DRUG INC,13 NORTH MAIN STREET,P.O. BOX 820,"HILLSBORO, ND 58045"
PROVIDENCE HEALTH AND SERVICES OREGON,18610 NW CORNELL RD,SUITE 102,"HILLSBORO, OR 97124"
HILLSBOROUGH PHARMACY & NUTRITION LLC,110 BOONE SQUARE STREET,SUITE 29,"HILLSBOROUGH, NC 27278"
UNC HILLSBOROUGH OUTPATIENT PHARMACY,430 WATERSTONE DRIVE,,"HILLSBOROUGH, NC 27278"
NASH DRUGS INC,30 NORTH HOWELL STREET,,"HILLSDALE, MI 49242"
HILLSDALE MARKET PHARMACY,DIVISION OF NASH DRUGS INC,208 W CARLETON ROAD,"HILLSDALE, MI 49242"
LONG TERM CARE NASH DRUGS,44 NORTH HOWELL STREET,SUITE A,"HILLSDALE, MI 49242"
WALGREEN CO.,5478 HIGHWAY 153,,"HIXSON, TN 37343"
HAPPY HARRY'S INC.,6317 LIMESTONE ROAD,,"HOCKESSIN, DE 19707"
WALGREEN CO.,2480 US HIGHWAY 19,,"HOLIDAY, FL 34691"
PAULS PHARMACY INC,803 LINCOLN AVENUE,,"HOLLAND, MI 49423"
WALGREEN CO.,494 BUTTERNUT,,"HOLLAND, MI 49424"
HOLLAND PHARMACY INC,19 MAIN ST,PO BOX 21,"HOLLAND, NY 14080"
WALGREEN CO.,600 TRES PINOS RD,,"HOLLISTER, CA 95023"
USAF HOLLOMAN AFB HOSPITAL,49TH MEDICAL GROUP/MDSS/SGSM,"280 FIRST STREET, BLDG 23","HOLLOMAN AFB, NM 88330"
"HOLIDAY CVS, L.L.C.",4599 SHERIDAN ST.,,"HOLLYWOOD, FL 33021"
"HOLYOKE HEALTH CENTER, INC.",PHARMACY DEPARTMENT,230 MAPLE STREET,"HOLYOKE, MA 01040"
MEDCOUNSEL PHARMACY CORP,14322 S. WILL COOK RD.,,"HOMER GLEN, IL 60491"
WALGREEN CO.,861 NE 8TH STREET,,"HOMESTEAD, FL 33030"
TIGERX PHARMACY INC,5638 REDBUD HIGHWAY,,"HONAKER, VA 24260"
WALGREEN CO.,1801 MONGOMERY HWY,,"HOOVER, AL 35244"
HOPEDALE PHARMACY,107 TREMONT STREET,PO BOX 267,"HOPEDALE, IL 61747"
WALGREEN CO.,540 BLAKE ROAD N,,"HOPKINS, MN 55343"
ERIC'S RX SHOPPE LLC,810 WELSH ROAD,,"HORSHAM, PA 19044"
WALGREEN CO.,3631 CENTRAL AVE,,"HOT SPRINGS, AR 71913"
HOT SPRINGS PHARMACY,2833 MAIN STREET,POST OFFICE BOX 1180,"HOT SPRINGS, VA 24445"
MIDMICHIGAN COMMUNITY HEALTH SERVICES,9249 W LAKE CITY RD,,"HOUGHTON LAKE, MI 48629"
"WALGREEN LOUISIANA CO., INC.",1435 W TUNNEL BLVD,,"HOUMA, LA 70360"
TERREBONNE GENERAL MEDIC CENT,8166 MAIN STREET,,"HOUMA, LA 70360"
WALGREEN CO.,5280 BUFFALO SPEEDWAY,,"HOUSTON, TX 77005"
AVENUE 360 HEALTH AND WELLNESS,2150 W 18TH STREET,SUITE 300 RM B,"HOUSTON, TX 77008"
WALGREEN CO.,388 UVALDE ROAD,,"HOUSTON, TX 77015"
WALGREEN CO.,6610 TIDWELL ROAD,,"HOUSTON, TX 77016"
WALGREEN CO.,3822 OLD SPANISH TRAIL,,"HOUSTON, TX 77021"
WALGREEN CO.,105 WEST ROAD,,"HOUSTON, TX 77037"
WALGREEN CO.,6768 HIGHWAY 6 SOUTH,,"HOUSTON, TX 77083"
WALGREEN CO.,1710 N FRY ROAD,,"HOUSTON, TX 77084"
WALGREEN CO.,8206 HIGHWAY 6 NORTH,,"HOUSTON, TX 77095"
WALGREEN CO.,5300 N BRAESWOOD BLVD,,"HOUSTON, TX 77096"
STUDENT HEALTH PHARMACY UNIVERSITY OF HOUSTON,UNIVERSITY OF HOUSTON,4367 COUGAR VILLAGE DR RM 100,"HOUSTON, TX 77204"
HUDSON HOSPITAL & CLINICS PHARMACY,405 STAGELINE ROAD,,"HUDSON, WI 54016"
MONTGOMERY'S PHARMACY,49 NORTH RAILROAD STREET,,"HUGHESVILLE, PA 17737"
LEWIS FAMILY DRUG #39,1044 MAIN ST,,"HULL, IA 51239"
LARRY'S PHARMACY,1310 10TH AVE. N.,,"HUMBOLDT, IA 50548"
US  ARMY TUTTLE HEALTH CLINIC,ATTN: PHARMACY SERVICE,"230 DUNCAN DR, BLDG 1440","HUNTER AAF, GA 31409"
"NORTH CAROLINA CVS PHARMACY, L.L.C.",9931 GILEAD RD,,"HUNTERSVILLE, NC 28078"
WALGREEN CO.,19001 BROOKHURST STREET,,"HUNTINGTON BEACH, CA 92646"
KING KULLEN PHARMACIES CORP,50 N. NEW YORK AVE,,"HUNTINGTON, NY 11743"
USAF- 1ST SPECIAL OPERATIONS MEDICAL GROUP-SGSMM,131 HOWIE WALTERS RD.,BLDG 91042,"HURLBURT FIELD, FL 32544"
WALGREEN CO.,780 W. BEDFORD EULESS RD.,,"HURST, TX 76053"
CAPE COD HEALTHCARE PHARMACY AT CCH,27 PARK STREET,,"HYANNIS, MA 02601"
"CVS PHARMACY, INC.",176 NORTH STREET,,"HYANNIS, MA 02601"
LEWIS FAMILY DRUG #55,401 SECOND ST,,"IDA GROVE, IA 51445"
TETON PHARMACY ON BROADWAY,1855 WEST BROADWAY,,"IDAHO FALLS, ID 83402"
"TETON CLINICAL PHARMACY, INC.",2470 JAFER CT,,"IDAHO FALLS, ID 83404"
SCRIPTS PLUS INC,10 CENTRAL AVENUE,,"ILION, NY 13357"
COLLIER HEALTH SERVICES,1454 MADISON AVENUE W,,"IMMOKALEE, FL 34142"
INCHELIUM HEALTH CENTER,39 SHORTCUT ROAD,KETTLE FALLS HIGHWAY,"INCHELIUM, WA 99138"
RYAN PHARMACY,1600 FIRST STREET EAST,,"INDEPENDENCE, IA 50644"
HARTIG DRUG CO INC,HARTIG DRUG CO #14,200 FIRST STREET EAST,"INDEPENDENCE, IA 50644"
INDIAN HEAD CARE PHARMACY,4115 INDIAN HEAD HWY.,,"INDIAN HEAD, MD 20640"
ST. MARGARET'S PHARMACY AT ESKENAZI HEALTH,720 ESKENAZI AVENUE,,"INDIANAPOLIS, IN 46202"
MIDTOWN COMMUNITY MENTAL HLTH,CENTER PHARMACY,1700 NORTH ILLINOIS,"INDIANAPOLIS, IN 46202"
"INDIANA UNIVERSITY HEALTH, INC.",1801 N SENATE BLVD,ROOM 105,"INDIANAPOLIS, IN 46202"
"INDIANA UNIVERSITY HEALTH, INC.",550 N UNIVERSITY BLVD,UH1425,"INDIANAPOLIS, IN 46202"
"INDIANA UNIVERSITY HEALTH, INC.",705 RILEY HOSPITAL DR.,STE 1201,"INDIANAPOLIS, IN 46202"
COTTAGE CORNER COMMUNITY,HEALTH CENTER PHARMACY,1434 S. SHELBY ST,"INDIANAPOLIS, IN 46203"
BLACKBURN COMMUNITY HEALTH,CENTER PHARMACY,2700 DR. MARTIN LUTHER KING JR,"INDIANAPOLIS, IN 46208"
WALGREEN CO.,8905 E 10TH ST,,"INDIANAPOLIS, IN 46219"
NORTH ARLINGTON COMMUNITY,HEALTH CENTER PHARMACY,2505 N. ALRLINGTON,"INDIANAPOLIS, IN 46219"
WESTSIDE COMMUNITY HLTH CTR,PHARMACY,2732 W MICHIGANSTREET,"INDIANAPOLIS, IN 46222"
FOREST MANOR COMMUNITY HEALTH,CENTER PHARMACY,3840 N. SHERMAN DR.,"INDIANAPOLIS, IN 46226"
GRASSY CREEK COMMUNITY HEALTH,CENTER PHARMACY,9443 E. 38TH STREET,"INDIANAPOLIS, IN 46236"
ESKENAZI HEALTH WEST 38TH STREET,5515 WEST 38TH STREET,SUITE 1200,"INDIANAPOLIS, IN 46254"
WALGREEN CO.,3545 W 86TH STREET,,"INDIANAPOLIS, IN 46268"
PECAR COMMUNITY HEALTH CENTER PHARMACY,6940 N MICHIGAN ROAD,,"INDIANAPOLIS, IN 46268"
"GUARDIAN PHARMACY OF INDIANAPOLIS LTC, LLC",6530 CORPORATE DRIVE,,"INDIANAPOLIS, IN 46278"
PHARMANEEK INC,7345 WOODLAND DR.,SUITE A,"INDIANAPOLIS, IN 46278"
"GARFIELD BEACH CVS, L.L.C.",222 N. MARKET ST.,,"INGLEWOOD, CA 90301"
KAISER FDN HEALTH PLAN INC,DBA KAISER-PERMANENTE PHARMACY,110 NORTH LA BREA,"INGLEWOOD, CA 90301"
"RURAL HEALTH CARE, INC",DBA \ AZALEA HEALTH,1213 STATE ROAD 20 (P.O. BOX 190),"INTERLACHEN, FL 32148"
ESSENTIA HEALTH INTERNATIONAL FALLS PHARMACY,2501 KEENAN DRIVE,SUITE A,"INTERNATIONAL FALLS, MN 56649"
WALGREEN CO.,104 S APOPKA AVE,,"INVERNESS, FL 34452"
SWEET MEDICINE PRESCR PLUS,155 N MAIN STREET,PO BOX 284,"IOLA, WI 54945"
UNIV OF IA HOSP & CLINICS,PHARMACY DEPARTMENT,200 HAWKINS DRIVE,"IOWA CITY, IA 52242"
HARTIG DRUG CO,701 MORMON TREK BLVD,,"IOWA CITY, IA 52246"
"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",1400 WEST ICE LAKE ROAD,,"IRON RIVER, MI 49935"
"WALGREEN EASTERN CO., INC.",2100 RIDGE RD E,,"IRONDEQUOIT, NY 14622"
KAISER PERMANENTE PHRMCY #374,"6650 ALTON PKWY, 1ST FLR",,"IRVINE, CA 92618"
MERCY HEALTH - MARCUM & WALLACE HOSPITAL LLC,60 MERCY COURT,,"IRVINE, KY 40336"
QFC PHARMACY #821,1540 GILMAN BLVD.,,"ISSAQUAH, WA 98027"
SWEDISH ISSAQUAH PHARMACY,751 NE BLAKELY DRIVE,,"ISSAQUAH, WA 98029"
QFC PHARMACY #840,4570 KLAHANIE DRIVE SE,,"ISSAQUAH, WA 98029"
CAYUGA MEDICAL CENTER AT ITHACA,C/O PHARMACY,"101 DATES DRIVE, 3RD FLOOR","ITHACA, NY 14850"
FRANCO PHARMACY CORP,77-01 37TH AVE,,"JACKSON HEIGHTS, NY 11372"
DUANE READE,73-01 37TH AVENUE,,"JACKSON HEIGHTS, NY 11372"
CENTER FOR FAMILY HEALTH,505 NORTH JACKSON STREET,,"JACKSON, MI 49201"
WALGREEN CO.,1314 N WEST AVE,,"JACKSON, MI 49202"
WALGREEN CO.,1497 CANTON MART RD,,"JACKSON, MS 39211"
WALGREEN CO.,1332 N HIGHLAND AVE.,,"JACKSON, TN 38301"
AIDS HEALTHCARE FOUNDATION,2 SHIRCLIFF WAY,SUITE 900,"JACKSONVILLE, FL 32204"
"HOLIDAY CVS, L.L.C.",5999 NORMANDY BLVD,,"JACKSONVILLE, FL 32205"
WALGREEN CO.,1801 N DAVIS ST,,"JACKSONVILLE, FL 32209"
USN- NAVAL HOSPITAL,NAVY EXCHANGE PHARMACY,BLDG 950,"JACKSONVILLE, FL 32214"
USN- NAVAL HOSPITAL,HEAD PHARMACY DEPT,2080 CHILD STREET,"JACKSONVILLE, FL 32214"
WALGREEN CO.,6006 BEACH BLVD.,,"JACKSONVILLE, FL 32216"
"HOLIDAY CVS, L.L.C.",1190 DUNN AVE,,"JACKSONVILLE, FL 32218"
SMART PHARMACY INC,14003 BEACH BLVD SUITE #1,,"JACKSONVILLE, FL 32250"
BENZER FL6 LLC,6132 MERRILL ROAD SUITE 12,,"JACKSONVILLE, FL 32277"
REALO DISCOUNT DRUG STORES OF EASTERN NORTH,D/B/A REALO DISCOUNT DRUGS,2680 HENDERSON DRIVE,"JACKSONVILLE, NC 28546"
BRYNN MARR HOSPITAL,192 VILLAGE DRIVE,,"JACKSONVILLE, NC 28546"
"WALGREEN EASTERN CO., INC.",12704 GUY R BREWER BLVD,,"JAMAICA, NY 11434"
WHITE DRUG,320 10TH ST SE,,"JAMESTOWN, ND 58401"
WHITE DRUG #45,310 FIRST AVENUE SOUTH,,"JAMESTOWN, ND 58401"
THE MEDICINE SHOPPE,703 1ST AVENUE S,,"JAMESTOWN, ND 58401"
HALL FAMILY PHARMACY,433 WEST CENTRAL AVENUE,,"JAMESTOWN, TN 38556"
WALGREEN CO.,1717 MILTON AVENUE,,"JANESVILLE, WI 53545"
MEMORIAL HOSPITAL & HLTH CARE,800 W. 9TH ST.,,"JASPER, IN 47546"
"US ARMY-PHARMACY, SCMH",600 RICHARDSON DR,,"JBER, AK 99505"
USAF 673 MEDICAL GROUP,5800 WESTOVER AVE,ROOM SP101,"JBER, AK 99506"
WALGREEN CO.,132 E BROADWAY BLVD,,"JEFFERSON CITY, TN 37760"
GREENE COUNTY MED CTR,1000 W LINCOLNWAY,,"JEFFERSON, IA 50129"
CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVENUE,,"JEFFERSONVILLE, IN 47130"
