,address,postal,state,city,geo,newURL,googleMapsUrl
4235,7769 W STATE RTE 66,47630,IN, NEWBURGH,,"https://www.google.com/maps/place/Walgreens/@37.9759985,-87.3922178,17z/data=!3m1!4b1!4m5!3m4!1s0x886e2d65f940b957:0x811922073f383cae!8m2!3d37.9759985!4d-87.3900291",http://maps.google.com/maps?q=WALGREEN%20CO%2C7769%20W%20STATE%20RTE%2066%2C+NEWBURGH%2C+IN+47630
4237,7975 E US HWY 36,46123,IN, AVON,"-86.38235,39.762936",,http://maps.google.com/maps?q=WALGREEN%20CO%2C7975%20E%20US%20HWY%2036%2C+AVON%2C+IN+46123
4241, UNIT A,22152,VA, SPRINGFIELD,"-77.234505,38.77897",,http://maps.google.com/maps?q=WALGREEN%20CO%2C8414%20OLD%20KEENE%20MILL%20RD.%2C+SPRINGFIELD%2C+VA+22152
4246, SUITE B,20735,MD, CLINTON,,"https://www.google.com/maps/place/Walgreens/@38.7658695,-76.8894468,17z/data=!3m1!4b1!4m5!3m4!1s0x89b7bcc2803fb621:0x70bc9b771dbc579a!8m2!3d38.7658695!4d-76.8872581",http://maps.google.com/maps?q=WALGREEN%20CO%2C9001%20WOODY%20TERRACE%2C+CLINTON%2C+MD+20735
4254,216 STATE ROUTE 36,7764,NJ, WEST LONG BRANCH,,"https://www.google.com/maps/place/Walgreens/@40.295222,-74.0300757,17z/data=!3m1!4b1!4m5!3m4!1s0x89c22562cd4ab9b1:0x997fb772edf7c642!8m2!3d40.295222!4d-74.027887",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C216%20STATE%20ROUTE%2036%2C+WEST%20LONG%20BRANCH%2C+NJ+07764
4257,2310 W OREGON AVE,19145,PA, PHILADELPHIA,,"https://www.google.com/maps/place/Walgreens+Pharmacy/@39.9181945,-75.1889248,17z/data=!4m8!1m2!2m1!1sWALGREEN+EASTERN+CO+INC,2310+W+OREGON+AVE,+PHILADELPHIA,+PA+19145!3m4!1s0x89c6c5d99f8b6f71:0x2a41def7c376119d!8m2!3d39.918257!4d-75.1867385",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2310%20W%20OREGON%20AVE%2C+PHILADELPHIA%2C+PA+19145
4259,2395 KENNEDY BLVD.,7304,NJ, JERSEY CITY,,"https://www.google.com/maps/place/Walgreens/@40.7199743,-74.0806841,17z/data=!3m1!4b1!4m5!3m4!1s0x89c251280580211b:0x9f8f5ca2580dfaca!8m2!3d40.7199743!4d-74.0784954",http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2395%20KENNEDY%20BLVD.%2C+JERSEY%20CITY%2C+NJ+07304
4260,2479 CHURCH ROAD,8753,NJ, TOMS RIVER,"-74.14714,40.0161",,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C2479%20CHURCH%20ROAD%2C+TOMS%20RIVER%2C+NJ+08753
4261,4098 EDGEMONT AVE.,19015,PA, BROOKHAVEN,"-75.3881,39.87257",,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C4098%20EDGEMONT%20AVE.%2C+BROOKHAVEN%2C+PA+19015
4262,425 W MAIN ST,7728,NJ, FREEHOLD,"-74.30523,40.24",,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C425%20W%20MAIN%20ST%2C+FREEHOLD%2C+NJ+07728
4268,1000 PINEVIEW DRIVE,26505,WV, MORGANTOWN,"-79.95455,39.65806",,http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C1000%20PINEVIEW%20DRIVE%2C+MORGANTOWN%2C+WV+26505
4269, PO BOX 1159,24712,WV, ATHENS,"-81.016106,37.423584",,http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C105%20S.%20STATE%20ST.%2C%20PO%20BOX%201159%2C+ATHENS%2C+WV+24712
4271,1327 PLAZA EAST,25301,WV, CHARLESTON,,"https://www.google.com/maps/place/CVS/@38.3468312,-81.6253204,17z/data=!3m1!4b1!4m5!3m4!1s0x884f2ca64e204253:0x1b6ca6d142481a58!8m2!3d38.3468312!4d-81.6231317",http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C1327%20PLAZA%20EAST%2C+CHARLESTON%2C+WV+25301
4275,1846 COAL HERITAGE RD.,24701,WV, BLUEFIELD,"-81.25094,37.284065",,http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C1846%20COAL%20HERITAGE%20RD.%2C+BLUEFIELD%2C+WV+24701
4276,221 CROSSINGS MALL ROAD,25071,WV, ELKVIEW,,"https://www.google.com/maps/place/CVS/@38.4590944,-81.5014421,17z/data=!3m1!4b1!4m5!3m4!1s0x884929c6790d2079:0xc8258ab79ee4d3e0!8m2!3d38.4590944!4d-81.4992534",http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C221%20CROSSINGS%20MALL%20ROAD%2C+ELKVIEW%2C+WV+25071
4279,300 FOURTH AVE,25136,WV, MONTGOMERY,"-81.32239,38.181488",,http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C300%20FOURTH%20AVE%2C+MONTGOMERY%2C+WV+25136
4283,72 WHITEWATER AVE.,25840,WV, FAYETTEVILLE,,"https://www.google.com/maps/place/CVS/@38.0324648,-81.1264959,17z/data=!3m1!4b1!4m5!3m4!1s0x884ebf035b96c407:0xdf7c53b9c52b4c1!8m2!3d38.0324648!4d-81.1243072",http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C72%20WHITEWATER%20AVE.%2C+FAYETTEVILLE%2C+WV+25840
4285,9781 SENECA TRAIL S.,24901,WV, LEWISBURG,"-80.455696,37.78306",,http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2C9781%20SENECA%20TRAIL%20S.%2C+LEWISBURG%2C+WV+24901
4286, PO BOX 246,25813,WV, BEAVER,,"https://www.google.com/maps/place/CVS/@37.7503049,-81.140456,17z/data=!4m8!1m2!2m1!1sWEST+VIRGINIA+CVS+PHARMACY+LLC,RTE+19-21+RITTER+DR.,+PO+BOX+246,+BEAVER,+WV+25813!3m4!1s0x0:0xf0bdca792c183785!8m2!3d37.7505828!4d-81.1360288",http://maps.google.com/maps?q=WEST%20VIRGINIA%20CVS%20PHARMACY%20LLC%2CRTE%2019-21%20RITTER%20DR.%2C%20PO%20BOX%20246%2C+BEAVER%2C+WV+25813
4289, SUITES A--E,92102,CA, SAN DIEGO,"-117.1124,32.712616",,http://maps.google.com/maps?q=WESTERN%20PHARMACY%20GROUP%20LLC%2C610%20GATEWAY%20CENTER%20WAY%2C+SAN%20DIEGO%2C+CA+92102
4294,2200 BRACKET AVE,54701,WI, EAU CLAIRE,"-91.46933,44.800106",,http://maps.google.com/maps?q=WISCONSIN%20CVS%20PHARMACY%20LLC%2C2200%20BRACKET%20AVE%2C+EAU%20CLAIRE%2C+WI+54701
4296,700 WEST WISCONSIN AVE.,54914,WI, APPLETON,"-88.41587,44.272923",,http://maps.google.com/maps?q=WISCONSIN%20CVS%20PHARMACY%20LLC%2C700%20WEST%20WISCONSIN%20AVE.%2C+APPLETON%2C+WI+54914
4300,2235 EAST GRAND RIVER AVE.,48843,MI, HOWELL,"-83.956375,42.61403",,http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C2235%20EAST%20GRAND%20RIVER%20AVE.%2C+HOWELL%2C+MI+48843
4304,30900 WOODWARD,48073,MI, ROYAL OAK,"-83.18542,42.51724",,http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C30900%20WOODWARD%2C+ROYAL%20OAK%2C+MI+48073
4305,37050 GRATOIT,48036,MI, CLINTON TWP,,"https://www.google.com/maps/place/CVS+Pharmacy/@42.5707601,-82.8922636,17z/data=!3m1!4b1!4m5!3m4!1s0x882520b6a459d091:0x45c5c5f26b80428d!8m2!3d42.5707601!4d-82.8900749",http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C37050%20GRATOIT%2C+CLINTON%20TWP%2C+MI+48036
4306,37340 FIVE MILE RD.,48154,MI, LIVONIA,"-83.412476,42.396385",,http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C37340%20FIVE%20MILE%20RD.%2C+LIVONIA%2C+MI+48154
4309,18500 GRAND RIVER,48223,MI, DETROIT,"-83.22508,42.40344",,http://maps.google.com/maps?q=WOODWARD%20DETROIT%20CVS%20LLC%2C18500%20GRAND%20RIVER%2C+DETROIT%2C+MI+48223
